Poem,Title,Nationality,Century,Gender
"(from Macbeth, spoken by Macbeth)



Is this a dagger which I see before me, The handle toward my hand? Come, let me clutch thee. I have thee not, and yet I see thee still. Art thou not, fatal vision, sensible To feeling as to sight? or art thou but A dagger of the mind, a false creation, Proceeding from the heat-oppressed brain? I see thee yet, in form as palpable As this which now I draw. Thou marshall'st me the way that I was going; And such an instrument I was to use. Mine eyes are made the fools o' the other senses, Or else worth all the rest; I see thee still, And on thy blade and dudgeon gouts of blood, Which was not so before. There's no such thing: It is the bloody business which informs Thus to mine eyes. Now o'er the one halfworld Nature seems dead, and wicked dreams abuse The curtain'd sleep; witchcraft celebrates Pale Hecate's offerings, and wither'd murder, Alarum'd by his sentinel, the wolf, Whose howl's his watch, thus with his stealthy pace. With Tarquin's ravishing strides, towards his design Moves like a ghost. Thou sure and firm-set earth, Hear not my steps, which way they walk, for fear Thy very stones prate of my whereabout, And take the present horror from the time, Which now suits with it. Whiles I threat, he lives: Words to the heat of deeds too cold breath gives.                                     [a bell rings] I go, and it is done; the bell invites me. Hear it not, Duncan; for it is a knell That summons thee to heaven or to hell.",Speech: “Is this a dagger which I see before me”,English,16th-century,Male
"First you must have
unbelievable faith in water,
in women dancing like hands playing harps
for straw to grow stalks of fire.
You must understand the year
that begins with your hands tied
behind your back,
worship of dark totems
weighed down with night birds that shift their weight
& leave holes in the sky. You must know
what’s behind the shadow of a treadmill—
its window the moon’s reflection
& silent season reaching
into red sunlight hills.
You must know the hard science
of building walls that sway with summer storms.
Locking arms to a frame of air, frame of oak
rooted to ancient ground
where the door’s constructed last,
just wide enough for two lovers
to enter on hands & knees.
You must dance
the weaverbird’s song
for mending water & light
with straw, earth, mind, bright loom of grain
untortured by bushels of thorns.",Instructions for Building Straw Huts,American,20th-century,Male
"Tears, idle tears, I know not what they mean, Tears from the depth of some divine despair Rise in the heart, and gather to the eyes, In looking on the happy Autumn-fields, And thinking of the days that are no more.          Fresh as the first beam glittering on a sail, That brings our friends up from the underworld, Sad as the last which reddens over one That sinks with all we love below the verge; So sad, so fresh, the days that are no more.          Ah, sad and strange as in dark summer dawns The earliest pipe of half-awaken'd birds To dying ears, when unto dying eyes The casement slowly grows a glimmering square; So sad, so strange, the days that are no more.          Dear as remember'd kisses after death, And sweet as those by hopeless fancy feign'd On lips that are for others; deep as love, Deep as first love, and wild with all regret; O Death in Life, the days that are no more!","from The Princess: Tears, Idle Tears",English,19th-century,Male
"In Love, if Love be Love, if Love be ours,Faith and unfaith can ne’er be equal powers:Unfaith in aught is want of faith in all.It is the little rift within the lute,That by and by will make the music mute,And ever widening slowly silence all.The little rift within the lover’s lute,Or little pitted speck in garner’d fruit,That rotting inward slowly moulders all.It is not worth the keeping: let it go:But shall it? answer, darling, answer, no.And trust me not at all or all in all.",from Merlin and Vivien,English,19th-century,Male
"We are always
really carrying
a ladder, but it’s
invisible. We
only know
something’s
the matter:
something precious
crashes; easy doors
prove impassable.
Or, in the body,
there’s too much
swing or off-
center gravity.
And, in the mind,
a drunken capacity,
access to out-of-range
apples. As though
one had a way to climb
out of the damage
and apology.",Carrying a Ladder,American,20th-century,Female
"The niche narrows
Hones one thin
Until his bones
Disclose him",The Niche,American,20th-century,Male
"Up! up! my Friend, and quit your books; Or surely you'll grow double: Up! up! my Friend, and clear your looks; Why all this toil and trouble? The sun above the mountain's head, A freshening lustre mellow Through all the long green fields has spread, His first sweet evening yellow. Books! 'tis a dull and endless strife: Come, hear the woodland linnet, How sweet his music! on my life, There's more of wisdom in it. And hark! how blithe the throstle sings! He, too, is no mean preacher: Come forth into the light of things, Let Nature be your teacher. She has a world of ready wealth, Our minds and hearts to bless— Spontaneous wisdom breathed by health, Truth breathed by cheerfulness. One impulse from a vernal wood May teach you more of man, Of moral evil and of good, Than all the sages can. Sweet is the lore which Nature brings; Our meddling intellect Mis-shapes the beauteous forms of things:— We murder to dissect. Enough of Science and of Art; Close up those barren leaves; Come forth, and bring with you a heart That watches and receives.",The Tables Turned,English,19th-century,Male
"I met the Bishop on the road
And much said he and I.
`Those breasts are flat and fallen now
Those veins must soon be dry;
Live in a heavenly mansion,
Not in some foul sty.'
`Fair and foul are near of kin,
And fair needs foul,' I cried.
'My friends are gone, but that's a truth
Nor grave nor bed denied,
Learned in bodily lowliness
And in the heart's pride.
`A woman can be proud and stiff
When on love intent;
But Love has pitched his mansion in
The place of excrement;
For nothing can be sole or whole
That has not been rent.'",Crazy Jane Talks with the Bishop,Irish,20th-century,Male
"Card in pew pocket
announces,
“I am here.”
I made only one statement
because of a bad winter.
Grease is the word; grease
is the way
I am feeling.
Real life emergencies or
flubbing behind the scenes.
As a child,   
I was abandoned
in a story
made of trees.
Here’s the small
gasp
of this clearing
come “upon” “again”",The Way,American,21st-century,Female
Of your fate  Fast asleep  On the bed you made  Dream away  Wake up late,"Captain, Captive",American,20th-century,Male
"Suffer as in allow.List as in want.Listless as in transcendingdesire, or not risingto greet it.To listis to lean,dangerously,to one side.Have you forgotten?Spentas in exhausted.",Spent,American,21st-century,Female
"Two loves I have of comfort and despair, Which like two spirits do suggest me still The better angel is a man right fair, The worser spirit a woman coloured ill. To win me soon to hell, my female evil Tempteth my better angel from my side, And would corrupt my saint to be a devil, Wooing his purity with her foul pride. And, whether that my angel be turn’d fiend, Suspect I may, yet not directly tell, But being both from me both to each friend, I guess one angel in another’s hell.    Yet this shall I ne’er know, but live in doubt,    Till my bad angel fire my good one out.",Sonnet 144: Two loves I have of comfort and despair,English,16th-century,Male
"(from Twelfth Night)



O Mistress mine where are you roaming? O stay and hear, your true love's coming,       That can sing both high and low. Trip no further pretty sweeting. Journeys end in lovers' meeting,       Every wise man's son doth know. What is love, 'tis not hereafter, Present mirth, hath present laughter:       What's to come, is still unsure. In delay there lies no plenty, Then come kiss me sweet and twenty:       Youth's a stuff will not endure.",Song: “O Mistress mine where are you roaming?”,English,16th-century,Male
"Take all my loves, my love, yea, take them all:
What hast thou then more than thou hadst before?
No love, my love, that thou mayst true love call—
All mine was thine before thou hadst this more.
Then if for my love thou my love receivest,
I cannot blame thee for my love thou usest;
But yet be blamed if thou this self deceivest
By wilful taste of what thyself refusest.
I do forgive thy robb’ry, gentle thief,
Although thou steal thee all my poverty;
And yet love knows it is a greater grief
To bear love’s wrong than hate’s known injury.
    Lascivious grace, in whom all ill well shows,
    Kill me with spites, yet we must not be foes.","Sonnet 40: Take all my loves, my love, yea, take them all",English,16th-century,Male
