Poet,Poem,Title,Nationalty,Century,Gender
Emily Dickinson,"They shut me up in Prose –
As when a little Girl
They put me in the Closet –
Because they liked me “still”   –
Still! Could themself have peeped –
And seen my Brain – go round –
They might as wise have lodged a Bird
For Treason – in the Pound –
Himself has but to will
And easy as a Star
Look down opon Captivity –
And laugh – No more have I –",They shut me up in Prose – (445),American,19th-century,Female
Emily Dickinson,"I dwell in Possibility –
A fairer House than Prose –
More numerous of Windows –
Superior – for Doors –
Of Chambers as the Cedars –
Impregnable of eye –
And for an everlasting Roof
The Gambrels of the Sky –
Of Visitors – the fairest –
For Occupation – This –
The spreading wide my narrow Hands
To gather Paradise –",I dwell in Possibility – (466),American,19th-century,Female
Emily Dickinson,"The Moon is distant from the Sea –
And yet, with Amber Hands –
She leads Him – docile as a Boy –
Along appointed Sands –
He never misses a Degree –
Obedient to Her eye –
He comes just so far – toward the Town –
Just so far – goes away –
Oh, Signor, Thine, the Amber Hand –
And mine – the distant Sea –
Obedient to the least command
Thine eye impose on me –",The Moon is distant from the Sea – (387),American,19th-century,Female
Emily Dickinson,"There is no Frigate like a Book
To take us Lands away
Nor any Coursers like a Page
Of prancing Poetry –
This Traverse may the poorest take
Without oppress of Toll –
How frugal is the Chariot
That bears the Human Soul –",There is no Frigate like a Book (1286),American,19th-century,Female
Emily Dickinson,"All overgrown by cunning moss,
All interspersed with weed,
The little cage of “Currer Bell”
In quiet “Haworth” laid.
This Bird – observing others
When frosts too sharp became
Retire to other latitudes –
Quietly did the same –
But differed in returning –
Since Yorkshire hills are green –
Yet not in all the nests I meet –
Can Nightingale be seen –","All overgrown by cunning moss, (146)",American,19th-century,Female
Emily Dickinson,"You left me – Sire – two Legacies –
A Legacy of Love
A Heavenly Father would suffice
Had He the offer of –
You left me Boundaries of Pain –
Capacious as the Sea –
Between Eternity and Time –
Your Consciousness – and me –",You left me – Sire – two Legacies – (713),American,19th-century,Female
Emily Dickinson,"Of Glory not a Beam is left
But her Eternal House –
The Asterisk is for the Dead,
The Living, for the Stars –",Of Glory not a Beam is left (1685),American,19th-century,Female
Emily Dickinson,"Publication – is the Auction
Of the Mind of Man –
Poverty – be justifying
For so foul a thing
Possibly – but We – would rather
From Our Garret go
White – unto the White Creator –
Than invest – Our Snow –
Thought belong to Him who gave it –
Then – to Him Who bear
It's Corporeal illustration – sell
The Royal Air –
In the Parcel – Be the Merchant
Of the Heavenly Grace –
But reduce no Human Spirit
To Disgrace of Price –",Publication – is the Auction (788),American,19th-century,Female
William Wordsworth,"Nuns fret not at their convent’s narrow room; And hermits are contented with their cells; And students with their pensive citadels; Maids at the wheel, the weaver at his loom, Sit blithe and happy; bees that soar for bloom, High as the highest Peak of Furness-fells, Will murmur by the hour in foxglove bells: In truth the prison, into which we doom Ourselves, no prison is: and hence for me, In sundry moods, ’twas pastime to be bound Within the Sonnet’s scanty plot of ground; Pleased if some Souls (for such there needs must be) Who have felt the weight of too much liberty, Should find brief solace there, as I have found.",Nuns Fret Not at Their Convent’s Narrow Room,English,19th-century,Male
Emily Dickinson,"My Life had stood - a Loaded Gun -
In Corners - till a Day
The Owner passed - identified -
And carried Me away -
And now We roam in Sovreign Woods -
And now We hunt the Doe -
And every time I speak for Him
The Mountains straight reply -
And do I smile, such cordial light
Opon the Valley glow -
It is as a Vesuvian face
Had let it’s pleasure through -
And when at Night - Our good Day done -
I guard My Master’s Head -
’Tis better than the Eider Duck’s
Deep Pillow - to have shared -
To foe of His - I’m deadly foe -
None stir the second time -
On whom I lay a Yellow Eye -
Or an emphatic Thumb -
Though I than He - may longer live
He longer must - than I -
For I have but the power to kill,
Without - the power to die -",My Life had stood - a Loaded Gun (764),American,19th-century,Female
John Ashbery,"That night the wind stirred in the forsythia bushes,
but it was a wrong one, blowing in the wrong direction.
“That’s silly. How can there be a wrong direction?
‘It bloweth where it listeth,’ as you know, just as we do
when we make love or do something else there are no rules for.”
I tell you, something went wrong there a while back.
Just don’t ask me what it was. Pretend I’ve dropped the subject.
No, now you’ve got me interested, I want to know
exactly what seems wrong to you, how something could
seem wrong to you. In what way do things get to be wrong?
I’m sitting here dialing my cellphone
with one hand, digging at some obscure pebbles with my shovel
with the other. And then something like braids will stand out,
on horsehair cushions. That armchair is really too lugubrious.
We’ve got to change all the furniture, fumigate the house,
talk our relationship back to its beginnings. Say, you know
that’s probably what’s wrong—the beginnings concept, I mean.
I aver there are no beginnings, though there were perhaps some
sometime. We’d stopped, to look at the poster the movie theater
had placed freestanding on the sidewalk. The lobby cards
drew us in. It was afternoon, we found ourselves
sitting at the end of a row in the balcony; the theater was unexpectedly
crowded. That was the day we first realized we didn’t fully
know our names, yours or mine, and we left quietly
amid the gray snow falling. Twilight had already set in.",Crossroads in the Past,American,20th-century,Male
John Ashbery,"the bruise will stop by later.
For now, the pain pauses in its round,
notes the time of day, the patient’s temperature,
leaves a memo for the surrogate: What the hell
did you think you were doing? I mean . . .
Oh well, less said the better, they all say.
I’ll post this at the desk.
God will find the pattern and break it.","Anticipated Stranger,",American,20th-century,Male
Kay Ryan,"The chickens
are circling and
blotting out the   
day. The sun is   
bright, but the   
chickens are in   
the way. Yes,
the sky is dark
with chickens,   
dense with them.
They turn and   
then they turn   
again. These   
are the chickens
you let loose
one at a time
and small—
various breeds.
Now they have   
come home
to roost—all
the same kind
at the same speed.",Home to Roost,American,20th-century,Female
Kay Ryan,"We are always
really carrying
a ladder, but it’s
invisible. We
only know
something’s
the matter:
something precious
crashes; easy doors
prove impassable.
Or, in the body,
there’s too much
swing or off-
center gravity.
And, in the mind,
a drunken capacity,
access to out-of-range
apples. As though
one had a way to climb
out of the damage
and apology.",Carrying a Ladder,American,20th-century,Female
Kay Ryan,"Extreme exertion
isolates a person
from help,
discovered Atlas.
Once a certain
shoulder-to-burden
ratio collapses,
there is so little
others can do:
they can’t
lend a hand
with Brazil
and not stand
on Peru.",Atlas,American,20th-century,Female
Kay Ryan,"For W.G. Sebald, 1944-2001



This was the work
of St. Sebolt, one
of his miracles:
he lit a fire with
icicles. He struck
them like a steel
to flint, did St.
Sebolt. It
makes sense
only at a certain
body heat. How
cold he had
to get to learn
that ice would
burn. How cold
he had to stay.
When he could
feel his feet
he had to
back away.",He Lit a Fire with Icicles,American,20th-century,Female
